IID,sex,fa,mo,fid,pca1,pca2,pca3,pca4,pca5
19906,2,19922,19921,19,-0.0071,0.029,-0.0034,0.0106,-0.0088
19907,2,0,0,19,-0.008,-0.0797,0.0098,0.0087,0.0167
19908,2,19904,19907,19,NA,NA,NA,NA,NA
19909,2,19918,19908,19,NA,NA,NA,NA,NA
19910,2,0,0,19,0.0753,0.0323,-0.0128,-0.0011,-0.0272
19911,1,19912,19910,19,0.0205,0.0307,-0.0033,6.00E-04,-0.015
19912,1,19919,19920,19,-0.0231,0.0275,-0.006,0.011,-0.0068
19913,1,19912,19910,19,0.0305,0.0318,-0.0077,0.0064,-0.015
19914,1,0,0,19,NA,NA,NA,NA,NA
19915,2,0,0,19,NA,NA,NA,NA,NA
19916,1,0,0,19,NA,NA,NA,NA,NA
19917,2,0,0,19,NA,NA,NA,NA,NA
19918,1,0,0,19,NA,NA,NA,NA,NA
19919,1,0,0,19,NA,NA,NA,NA,NA
19920,2,0,0,19,NA,NA,NA,NA,NA
19921,2,19919,19920,19,NA,NA,NA,NA,NA
19922,1,0,0,19,NA,NA,NA,NA,NA
62201,1,62901,19903,19,NA,NA,NA,NA,NA
62901,1,19919,19920,19,NA,NA,NA,NA,NA
9982,2,0,0,20,NA,NA,NA,NA,NA
9983,1,0,0,20,NA,NA,NA,NA,NA
20101,2,20910,20911,20,-0.0212,0.0182,-0.0236,0.0188,-0.0043
20201,1,20918,20919,20,-0.0346,-0.0774,-0.002,-0.0589,0.0042
20301,2,20201,20101,20,NA,NA,NA,NA,NA
20302,1,20201,20101,20,0.0177,0.0157,-0.0132,0.0131,-0.01
20303,1,20201,20101,20,NA,NA,NA,NA,NA
20601,1,20910,20911,20,NA,NA,NA,NA,NA
20602,2,20910,20911,20,-0.0112,-0.0041,-0.0132,0.0198,-0.0151
20603,2,20910,20911,20,0.0015,0.0127,-0.0193,0.016,-0.0036
20604,2,20910,20911,20,NA,NA,NA,NA,NA
20702,1,20915,20602,20,NA,NA,NA,NA,NA
20704,1,20916,20603,20,-0.0087,0.0171,-0.0187,0.0114,-0.006
20707,2,20916,20603,20,NA,NA,NA,NA,NA
20709,2,20901,20604,20,0.0334,0.0248,-0.0123,0.0173,-0.0184
20710,2,20901,20604,20,0.0343,0.0184,-0.0102,0.0225,-0.019
20711,2,20901,20604,20,0.0238,0.0225,-0.0144,0.0163,-0.0162
20712,2,20901,20604,20,NA,NA,NA,NA,NA
20713,2,20601,20914,20,NA,NA,NA,NA,NA
20717,2,20915,20602,20,-0.012,0.016,-0.0162,0.0047,-0.0029
20722,2,20915,20602,20,-0.0135,0.0217,-0.0195,0.003,-0.0051
20728,2,20901,20604,20,NA,NA,NA,NA,NA
20736,1,20913,20912,20,-0.0196,-0.0742,0.0111,-0.0258,0.0184
20740,2,20916,20603,20,-0.021,0.0161,-0.0173,0.0127,-0.0018
20901,1,0,0,20,0.0861,0.0262,1.00E-04,0.019,-0.0351
20902,1,33901,33308,20,0.0538,0.0139,-0.0169,0.0163,-0.0048
20903,2,20917,20713,20,NA,NA,NA,NA,NA
20904,1,33901,33308,20,0.0578,0.0137,-0.0167,0.0103,-0.0122
20910,1,0,0,20,NA,NA,NA,NA,NA
20911,2,0,0,20,NA,NA,NA,NA,NA
20912,2,0,0,20,NA,NA,NA,NA,NA
20913,1,20918,20919,20,NA,NA,NA,NA,NA
20914,2,0,0,20,NA,NA,NA,NA,NA
20915,1,0,0,20,NA,NA,NA,NA,NA
20916,1,0,0,20,NA,NA,NA,NA,NA
20917,1,0,0,20,NA,NA,NA,NA,NA
20918,1,0,0,20,NA,NA,NA,NA,NA
20919,2,0,0,20,NA,NA,NA,NA,NA
33101,2,33906,33502,20,0.1779,0.0119,0.012,5.00E-04,-0.0084
33201,1,0,0,20,-0.0263,0.0321,-0.062,-9.00E-04,-0.0259
33301,1,33201,33101,20,NA,NA,NA,NA,NA
33302,1,33201,33101,20,0.0899,0.0202,-0.0257,-0.0037,-0.0132
33303,1,33201,33101,20,0.0897,0.0192,-0.0252,-0.0044,-0.0144
33304,2,33201,33101,20,0.0858,0.0203,-0.0244,-0.0052,-0.0133
33305,2,33201,33101,20,0.0791,0.0215,-0.0229,-0.0015,-0.0191
33306,2,33201,33101,20,0.0685,0.0246,-0.0254,-0.0079,-0.0156
33307,1,33201,33101,20,0.0788,0.0217,-0.0196,-0.0034,-0.0187
33308,2,33201,33101,20,0.0726,0.023,-0.0218,-0.0012,-0.0169
33309,1,33201,33101,20,NA,NA,NA,NA,NA
33310,1,33201,33101,20,NA,NA,NA,NA,NA
33401,1,33905,33304,20,0.0394,-0.0155,0.0021,-0.0095,-0.0373
33403,1,33901,33308,20,0.0548,0.011,-0.0145,0.0057,-0.0092
33404,1,33901,33308,20,0.0575,-0.0038,-0.0084,0.0092,-0.0183
33406,2,33901,33308,20,NA,NA,NA,NA,NA
33502,2,0,0,20,NA,NA,NA,NA,NA
33604,2,33906,33502,20,0.1924,0.0109,0.0134,-0.0011,-0.0089
33702,2,33907,33604,20,NA,NA,NA,NA,NA
33704,1,33907,33604,20,0.0986,0.0108,-0.0044,0.0124,-0.0024
33901,1,20601,20914,20,NA,NA,NA,NA,NA
33905,1,0,0,20,NA,NA,NA,NA,NA
33906,1,0,0,20,NA,NA,NA,NA,NA
33907,1,0,0,20,NA,NA,NA,NA,NA
81101,2,81922,81923,20,-0.007,-0.0092,-0.0165,0.0237,0.0047
81201,1,102906,102907,20,-0.0195,0.0242,-0.0103,0.016,-0.0414
81301,2,81201,81101,20,NA,NA,NA,NA,NA
81302,2,81201,81101,20,-0.0122,0.0155,-0.0182,0.0223,-0.0152
81601,2,81922,81923,20,-0.0129,-0.0057,-0.0154,0.0265,0.0064
81602,2,81922,81923,20,NA,NA,NA,NA,NA
81603,2,81922,81923,20,7.00E-04,-0.0062,-0.0097,-0.007,-0.0022
81604,2,81922,81923,20,-0.0082,-0.0115,-0.0082,0.0095,-0.0045
81605,1,81922,81923,20,-0.0101,-0.0142,-0.0149,-0.0102,0.0162
81606,2,81922,81923,20,NA,NA,NA,NA,NA
81703,2,20702,81602,20,NA,NA,NA,NA,NA
81705,1,81926,81603,20,-0.0075,0.003,-0.0153,0.0087,0.003
81711,1,81927,81604,20,NA,NA,NA,NA,NA
81712,1,81926,81603,20,-0.0101,0.0074,-0.0154,0.0087,7.00E-04
81801,2,81920,81921,20,0.0044,0.03,-0.0229,-0.0163,-0.0021
81901,2,81905,81906,20,-0.0065,0.0231,-0.0144,0.0057,0.0061
81902,2,81905,81906,20,NA,NA,NA,NA,NA
81903,2,81905,81906,20,0.0047,0.0199,-0.0164,0.0065,-0.0051
81904,2,81905,81906,20,NA,NA,NA,NA,NA
81905,1,81922,81923,20,-0.0208,0.0186,-0.0219,0.0351,0.0019
81906,2,81920,81921,20,NA,NA,NA,NA,NA
81907,2,81905,81906,20,NA,NA,NA,NA,NA
81908,2,81929,81903,20,NA,NA,NA,NA,NA
81909,2,81929,81903,20,NA,NA,NA,NA,NA
81910,2,81905,81906,20,-0.0069,0.0237,-0.0182,0.0074,-1.00E-04
81911,2,81929,81903,20,0.0738,0.0072,-0.0075,0.0068,-2.00E-04
81912,2,81913,81901,20,0.0565,-0.0214,-0.0042,0.0127,0.0371
81913,1,0,0,20,0.0979,-0.0726,0.0038,0.0135,0.0686
81914,1,0,0,20,NA,NA,NA,NA,NA
81915,2,81914,81924,20,NA,NA,NA,NA,NA
81916,1,81928,81910,20,0.034,0.0161,-0.0097,0.0102,-0.003
81920,1,0,0,20,NA,NA,NA,NA,NA
81921,2,0,0,20,NA,NA,NA,NA,NA
81922,1,0,0,20,NA,NA,NA,NA,NA
81923,2,81920,81921,20,NA,NA,NA,NA,NA
81924,2,81922,81923,20,NA,NA,NA,NA,NA
81926,1,0,0,20,NA,NA,NA,NA,NA
81927,1,0,0,20,NA,NA,NA,NA,NA
81928,1,0,0,20,NA,NA,NA,NA,NA
81929,1,0,0,20,NA,NA,NA,NA,NA
21101,2,0,0,21,0.0824,0.0282,-0.0156,-0.0455,-0.0016
21201,1,0,0,21,NA,NA,NA,NA,NA
21302,2,21201,21101,21,0.0542,0.0235,-0.0223,-0.0209,-0.003
9984,2,0,0,22,NA,NA,NA,NA,NA
9985,1,0,0,22,NA,NA,NA,NA,NA
22502,2,22901,22902,22,-0.0213,0.0203,-0.0144,0.007,-0.0554
22601,2,22903,22502,22,-0.0284,0.0238,-0.0136,0.0135,-0.0374
22602,2,22903,22502,22,-0.0282,0.0198,-0.0096,0.0128,-0.04
22603,2,22903,22502,22,NA,NA,NA,NA,NA
22701,2,22904,22601,22,NA,NA,NA,NA,NA
22702,1,22904,22601,22,0.0016,0.0188,-0.0092,0.0111,-0.0241
22704,2,27501,27502,22,-0.0329,-0.148,0.0461,-0.0411,-0.0312
22901,1,0,0,22,NA,NA,NA,NA,NA
22902,2,0,0,22,NA,NA,NA,NA,NA
22903,1,0,0,22,NA,NA,NA,NA,NA
22904,1,0,0,22,NA,NA,NA,NA,NA
22905,1,0,0,22,NA,NA,NA,NA,NA
24202,2,24904,24901,24,-0.0288,0.0333,-0.0187,0.0193,-0.0129
24901,2,0,0,24,-0.0338,0.045,-0.0322,0.0278,-0.0164
24902,2,24904,24901,24,-0.0338,0.0334,-0.0212,0.015,-0.0163
24903,1,24904,24901,24,NA,NA,NA,NA,NA
24904,1,0,0,24,NA,NA,NA,NA,NA
9986,2,0,0,27,NA,NA,NA,NA,NA
9987,1,0,0,27,NA,NA,NA,NA,NA
9994,1,0,0,27,NA,NA,NA,NA,NA
9995,2,0,0,27,NA,NA,NA,NA,NA
27101,2,27501,27502,27,-0.0363,-0.1571,0.053,-0.041,-0.0402
27501,1,27934,27935,27,NA,NA,NA,NA,NA
27502,2,27930,27931,27,-0.0351,-0.1422,0.0223,-0.0215,0.0575
27601,2,27501,27502,27,-0.0307,-0.1448,0.0448,-0.0374,-0.0389
27602,1,27501,27502,27,-0.0244,-0.1417,0.0458,-0.0278,-0.0338
27603,2,27501,27502,27,-0.0295,-0.1384,0.0472,-0.03,-0.0298
27605,2,27501,27502,27,-0.0333,-0.1491,0.0496,-0.0358,-0.0314
27606,1,27501,27502,27,-0.0331,-0.1606,0.0554,-0.0427,-0.0375
27607,1,27501,27502,27,-0.0351,-0.1489,0.0467,-0.036,-0.0227
27608,1,27501,27502,27,NA,NA,NA,NA,NA
27609,2,27501,27502,27,-0.0355,-0.1507,0.0499,-0.0408,-0.037
27610,2,27501,27502,27,-0.028,-0.1285,0.0368,-0.0288,-0.0235
27701,1,27602,27917,27,NA,NA,NA,NA,NA
27702,2,27901,27603,27,-0.0318,-0.061,0.0223,-0.0101,-0.0254
27703,2,27901,27603,27,NA,NA,NA,NA,NA
27704,2,27901,27603,27,-0.0268,-0.0493,0.0127,6.00E-04,-0.013
27705,1,27901,27603,27,NA,NA,NA,NA,NA
27706,1,27922,27609,27,-0.0234,-0.0457,0.0388,-0.0231,-0.0322
27707,1,27936,27605,27,NA,NA,NA,NA,NA
27708,2,27608,27902,27,-0.0172,-0.066,0.0133,-0.0027,-0.0231
27801,2,27930,27931,27,-0.0353,-0.1301,0.0101,-0.0221,0.0717
27901,1,0,0,27,NA,NA,NA,NA,NA
27902,2,0,0,27,0.0134,0.0255,-0.0192,0.0332,-0.0079
27903,2,0,0,27,NA,NA,NA,NA,NA
27904,1,27933,27932,27,NA,NA,NA,NA,NA
27905,2,27938,27937,27,-0.0262,-0.066,0.0147,0.0054,0.0225
27906,2,27938,27937,27,NA,NA,NA,NA,NA
27907,2,27938,27937,27,-0.0169,-0.0714,0.0216,-0.0063,0.006
27908,1,27913,27801,27,NA,NA,NA,NA,NA
27909,2,27913,27801,27,-0.0333,-0.0566,-0.0091,-0.0128,0.0227
27910,1,65916,65917,27,-0.0274,0.0172,-0.0111,0.0108,-0.0277
27911,1,27910,27909,27,NA,NA,NA,NA,NA
27912,1,27904,27903,27,-0.0324,-0.1395,0.0572,-0.0401,-0.0813
27913,1,0,0,27,-0.0327,0.0093,-0.0217,-0.0064,-0.0402
27914,2,27934,27935,27,NA,NA,NA,NA,NA
27915,1,27602,27917,27,NA,NA,NA,NA,NA
27916,1,27910,27909,27,NA,NA,NA,NA,NA
27917,2,36961,36502,27,-0.0329,-0.1363,0.0543,-0.0504,-0.1034
27918,1,27501,27502,27,-0.0344,-0.1495,0.0553,-0.0439,-0.0586
27919,1,27913,27801,27,-0.0312,-0.0684,-0.0067,-0.013,0.0201
27920,1,27913,27801,27,-0.0356,-0.0607,-8.00E-04,-0.014,-0.0044
27921,2,27930,27931,27,NA,NA,NA,NA,NA
27922,1,0,0,27,-0.0363,0.0572,0.0199,0.0045,-0.0125
27930,1,0,0,27,NA,NA,NA,NA,NA
27931,2,0,0,27,NA,NA,NA,NA,NA
27932,2,27930,27931,27,NA,NA,NA,NA,NA
27933,1,0,0,27,NA,NA,NA,NA,NA
27934,1,0,0,27,NA,NA,NA,NA,NA
27935,2,0,0,27,NA,NA,NA,NA,NA
27936,1,0,0,27,NA,NA,NA,NA,NA
27937,2,27930,27931,27,NA,NA,NA,NA,NA
27938,1,0,0,27,NA,NA,NA,NA,NA
28101,2,28501,28502,28,-0.0363,-0.1084,0.0237,-0.0107,-0.0121
28201,1,28977,28978,28,-0.0275,-0.1046,0.0575,-0.0334,-0.0383
28501,1,28908,28804,28,-0.0382,-0.1599,0.055,-0.0325,-0.0479
28502,2,28972,28973,28,-0.0309,-0.0655,0.0036,0.0132,0.0434
28601,1,28501,28502,28,-0.0323,-0.1066,0.0297,-0.0078,-5.00E-04
28603,2,28501,28502,28,NA,NA,NA,NA,NA
28604,2,28501,28502,28,-0.0394,-0.1249,0.0348,-0.0146,-0.0061
28605,2,28501,28502,28,-0.0354,-0.104,0.0299,-0.0128,-0.0063
28606,1,28501,28502,28,NA,NA,NA,NA,NA
28803,2,28972,28973,28,-0.0309,-0.0655,0.006,0.0081,0.0404
28804,2,28972,28973,28,NA,NA,NA,NA,NA
28808,2,28908,28804,28,-0.0378,-0.1687,0.0604,-0.0378,-0.0662
28820,2,28908,28804,28,-0.0422,-0.1612,0.0579,-0.036,-0.0536
28901,2,28977,28978,28,NA,NA,NA,NA,NA
28905,1,28974,28803,28,-0.0349,-0.0906,0.0206,-0.0093,-0.0065
28908,1,0,0,28,-0.0421,-0.0838,-0.0154,0.0399,0.1377
28909,2,28908,28804,28,-0.0381,-0.08,-0.0011,0.0213,0.0906
28911,2,28974,28803,28,-0.034,-0.0838,0.0191,-0.0041,0.0056
28919,1,28942,28808,28,NA,NA,NA,NA,NA
28922,1,9190499,91807,28,-0.039,-0.1052,0.0315,-0.0275,-0.036
28925,2,28908,28804,28,NA,NA,NA,NA,NA
28927,2,2892699,28925,28,-0.0334,-0.1102,0.0096,0.0114,0.0952
28928,2,28908,28804,28,-0.0397,-0.0867,0.0071,0.0248,0.0893
28931,1,0,0,28,-0.0467,-0.1839,0.0689,-0.0684,-0.0877
28932,2,28931,28928,28,-0.0432,-0.138,0.0351,-0.0214,0.003
28942,1,0,0,28,NA,NA,NA,NA,NA
28943,1,28942,28808,28,-0.0373,-0.113,0.0436,-0.0238,-0.0679
28946,1,28908,28804,28,-0.0346,-0.0778,-0.0048,0.0224,0.0877
28947,1,28908,28804,28,NA,NA,NA,NA,NA
28948,2,28908,28804,28,NA,NA,NA,NA,NA
28949,2,28972,28973,28,NA,NA,NA,NA,NA
28950,1,28908,28804,28,NA,NA,NA,NA,NA
28970,2,0,0,28,NA,NA,NA,NA,NA
28972,1,0,0,28,NA,NA,NA,NA,NA
28973,2,0,0,28,NA,NA,NA,NA,NA
28974,1,0,0,28,NA,NA,NA,NA,NA
28975,1,28201,28101,28,NA,NA,NA,NA,NA
28977,1,0,0,28,NA,NA,NA,NA,NA
28978,2,0,0,28,NA,NA,NA,NA,NA
91101,2,91501,91502,28,-0.0377,-0.1072,0.029,-0.01,-0.0286
91201,1,91945,91927,28,-0.0428,-0.1142,0.0279,-0.0101,0.0071
91501,1,91937,91938,28,-0.0352,-0.1655,0.0607,-0.035,-0.0738
91502,2,91935,91936,28,-0.0352,-0.0521,0.0077,0.0052,-0.0056
91605,1,91501,91502,28,-0.0267,-0.1001,0.0322,-0.0122,-0.0424
91606,1,91501,91502,28,-0.024,-0.1167,0.0314,-0.0037,-0.0359
91608,2,91501,91502,28,-0.0371,-0.1026,0.027,-0.0135,-0.0295
91610,2,91501,91502,28,-0.034,-0.1181,0.036,-0.011,-0.0366
91704,2,91944,91608,28,NA,NA,NA,NA,NA
91801,1,91937,91938,28,-0.0329,-0.1343,0.0475,-0.0309,-0.0703
91803,1,91937,91938,28,NA,NA,NA,NA,NA
91805,2,91937,91938,28,NA,NA,NA,NA,NA
91807,2,91935,91936,28,-0.014,-0.041,0.0087,-0.0018,-0.011
91813,1,91937,91938,28,NA,NA,NA,NA,NA
91814,2,28908,28804,28,-0.0414,-0.1419,0.0451,-0.0348,-0.0395
91815,2,0,0,28,-0.0491,-0.2564,0.1432,-0.1293,-0.2791
91901,2,91813,91814,28,-0.0414,-0.1417,0.0526,-0.0285,-0.0558
91902,1,91813,91814,28,NA,NA,NA,NA,NA
91903,2,91801,91815,28,-0.0387,-0.1946,0.0957,-0.0811,-0.1826
91905,2,91801,91815,28,-0.0286,-0.1827,0.0798,-0.0623,-0.1527
91906,2,91813,91814,28,NA,NA,NA,NA,NA
91907,1,91813,91814,28,NA,NA,NA,NA,NA
91908,1,91813,91814,28,-0.0329,-0.1609,0.0583,-0.041,-0.0551
91909,2,91908,91942,28,NA,NA,NA,NA,NA
91910,1,91919,91943,28,-0.0383,-0.0482,0.0575,-0.027,-0.0279
91911,2,91803,91939,28,NA,NA,NA,NA,NA
91912,2,91803,91939,28,NA,NA,NA,NA,NA
91913,2,91940,91912,28,NA,NA,NA,NA,NA
91914,1,91813,91814,28,NA,NA,NA,NA,NA
91915,1,91813,91814,28,NA,NA,NA,NA,NA
91916,1,91803,91939,28,-0.0206,-0.1125,0.0387,-0.0266,-0.0661
91917,1,91803,91939,28,NA,NA,NA,NA,NA
91918,1,91813,91814,28,NA,NA,NA,NA,NA
91919,1,91813,91814,28,NA,NA,NA,NA,NA
91920,2,0,0,28,-0.0453,-0.2416,0.1332,-0.1233,-0.2668
91921,2,91917,91920,28,-0.023,-0.1677,0.0808,-0.0662,-0.1649
91922,1,91918,91941,28,NA,NA,NA,NA,NA
91923,1,0,0,28,-0.0336,-0.164,-0.0195,0.0193,0.2419
91924,2,91803,91939,28,NA,NA,NA,NA,NA
91925,2,91923,91924,28,-0.0343,-0.1401,0.0142,-0.0052,0.0906
91927,2,99813,99812,28,-0.0335,-0.1614,0.0412,-0.0314,-0.0358
91930,2,91937,91938,28,-0.0301,-0.144,0.054,-0.032,-0.0748
91935,1,0,0,28,NA,NA,NA,NA,NA
91936,2,0,0,28,NA,NA,NA,NA,NA
91937,1,0,0,28,NA,NA,NA,NA,NA
91938,2,0,0,28,NA,NA,NA,NA,NA
91939,2,0,0,28,NA,NA,NA,NA,NA
91940,1,0,0,28,NA,NA,NA,NA,NA
91941,2,0,0,28,NA,NA,NA,NA,NA
91942,2,0,0,28,NA,NA,NA,NA,NA
91943,2,0,0,28,NA,NA,NA,NA,NA
91944,1,0,0,28,NA,NA,NA,NA,NA
91945,1,0,0,28,NA,NA,NA,NA,NA
91946,2,91201,91101,28,NA,NA,NA,NA,NA
99812,2,0,0,28,NA,NA,NA,NA,NA
99813,1,0,0,28,NA,NA,NA,NA,NA
2892699,1,0,0,28,NA,NA,NA,NA,NA
9190499,1,0,0,28,NA,NA,NA,NA,NA
29101,1,29911,29912,29,-0.0375,0.066,0.0937,-0.023,0.0187
29201,2,0,0,29,-0.0323,0.0294,-0.0467,0.0659,-0.0073
29303,2,29101,29201,29,-0.0356,0.0496,0.0373,0.0197,0.0099
29601,1,29911,29912,29,-0.0385,0.0631,0.0909,-0.018,0.0181
29701,2,29601,29915,29,-0.0035,0.0156,0.0328,0.0073,0.0125
29702,1,29601,29915,29,0.0043,0.0149,0.0396,9.00E-04,0.0133
29901,2,29916,29701,29,-0.0038,0.0129,0.0056,0.0047,0.0032
29902,2,29913,29914,29,-0.0296,0.0347,0.0339,6.00E-04,0.0129
29910,2,29101,29201,29,-0.0372,0.0471,0.0197,0.0252,0.0054
29911,1,0,0,29,NA,NA,NA,NA,NA
29912,2,0,0,29,NA,NA,NA,NA,NA
29913,1,29911,29912,29,NA,NA,NA,NA,NA
29914,2,0,0,29,NA,NA,NA,NA,NA
29915,2,0,0,29,NA,NA,NA,NA,NA
29916,1,0,0,29,NA,NA,NA,NA,NA
9996,2,0,0,30,NA,NA,NA,NA,NA
25101,1,25921,25922,30,0.182,0.0075,0.0057,-0.0032,-0.0104
25201,2,0,0,30,NA,NA,NA,NA,NA
25301,1,25101,25201,30,0.1079,0.0132,-0.0024,0.0031,-0.0076
25303,1,25101,25201,30,0.1009,0.0178,-0.0039,0.0025,-0.0048
25304,1,25101,25201,30,NA,NA,NA,NA,NA
25403,2,25304,25901,30,0.0502,0.0115,-0.0141,0.0134,-0.0036
25404,2,25304,25901,30,0.0489,0.0163,-0.0191,0.0096,-0.0062
25901,2,25923,25910,30,-0.0145,0.0156,-0.0297,0.0301,-0.0098
25902,2,25924,25925,30,NA,NA,NA,NA,NA
25903,2,25908,25904,30,0.1172,-0.0024,-0.0084,-8.00E-04,5.00E-04
25904,2,0,0,30,NA,NA,NA,NA,NA
25905,2,25908,25904,30,0.1043,0.001,3.00E-04,0.0063,-0.0028
25906,2,25907,25902,30,NA,NA,NA,NA,NA
25907,1,0,0,30,NA,NA,NA,NA,NA
25908,1,25920,82506,30,0.2047,-0.0021,0.0071,-0.0017,-0.0048
25909,1,25908,25904,30,0.1098,-2.00E-04,-0.003,0.0046,0.0038
25910,2,25924,25925,30,NA,NA,NA,NA,NA
25911,1,25920,25913,30,NA,NA,NA,NA,NA
25912,2,25908,25904,30,NA,NA,NA,NA,NA
25913,2,0,0,30,NA,NA,NA,NA,NA
25920,1,0,0,30,NA,NA,NA,NA,NA
25921,1,0,0,30,NA,NA,NA,NA,NA
25922,2,0,0,30,NA,NA,NA,NA,NA
25923,1,0,0,30,NA,NA,NA,NA,NA
25924,1,0,0,30,NA,NA,NA,NA,NA
25925,2,0,0,30,NA,NA,NA,NA,NA
30101,2,30501,30502,30,-0.0258,-0.0802,0.0363,-0.0291,-0.0158
30201,1,0,0,30,-0.0254,0.0516,0.0079,0.0116,-0.0653
30301,1,30201,30101,30,-0.0305,-0.0049,0.0296,-0.0162,-0.0337
30302,1,30201,30101,30,NA,NA,NA,NA,NA
30501,1,0,0,30,NA,NA,NA,NA,NA
30502,2,30951,30952,30,NA,NA,NA,NA,NA
30602,2,30501,30502,30,NA,NA,NA,NA,NA
30605,2,30501,30502,30,NA,NA,NA,NA,NA
30606,1,30501,30502,30,NA,NA,NA,NA,NA
30607,1,30501,30502,30,NA,NA,NA,NA,NA
30608,1,30501,30502,30,NA,NA,NA,NA,NA
30609,1,30501,30502,30,NA,NA,NA,NA,NA
30701,2,30606,30919,30,NA,NA,NA,NA,NA
30702,2,30606,30919,30,-0.0363,-0.1274,0.0444,-0.0586,-0.0439
30704,1,30607,30928,30,NA,NA,NA,NA,NA
30801,2,30951,30952,30,NA,NA,NA,NA,NA
30901,2,30953,30801,30,-0.0305,-0.089,0.0492,-0.0475,-0.0316
30902,2,30953,30801,30,NA,NA,NA,NA,NA
30903,2,30953,30801,30,NA,NA,NA,NA,NA
30904,2,30953,30801,30,-0.0302,-0.0835,0.0441,-0.0455,-0.0213
30905,2,30953,30801,30,-0.0373,-0.1355,0.0233,0.0011,0.0412
30906,2,30953,30801,30,NA,NA,NA,NA,NA
30907,1,30953,30801,30,-0.0333,-0.0857,0.0381,-0.0349,-0.0341
30908,2,30909,30901,30,NA,NA,NA,NA,NA
30909,1,0,0,30,-0.0468,0.0158,-0.0163,-0.0107,-0.1767
30910,2,30957,30912,30,0.0553,0.0068,7.00E-04,-0.0296,-0.006
30911,1,30957,30912,30,0.0505,-0.0023,0.0091,-0.0207,-0.0141
30912,2,30954,30955,30,-0.0374,0.0012,-2.00E-04,-0.0492,-0.0066
30914,1,30957,30912,30,NA,NA,NA,NA,NA
30915,1,0,0,30,-0.01,0.0311,-0.013,0.0247,-0.0333
30916,1,30915,30904,30,NA,NA,NA,NA,NA
30917,1,30915,30904,30,NA,NA,NA,NA,NA
30918,1,30606,30919,30,NA,NA,NA,NA,NA
30919,2,0,0,30,NA,NA,NA,NA,NA
30920,1,30943,30929,30,0.0552,0.0059,-0.0051,-0.0281,-0.0039
30921,2,30943,30929,30,NA,NA,NA,NA,NA
30922,2,30943,30929,30,0.0534,0.0121,0.008,-0.0274,-0.0027
30923,2,30943,30929,30,NA,NA,NA,NA,NA
30924,1,30943,30929,30,0.0652,0.0086,0.0034,-0.0416,0.0013
30925,2,0,0,30,NA,NA,NA,NA,NA
30926,2,30608,30925,30,NA,NA,NA,NA,NA
30927,1,30606,30919,30,NA,NA,NA,NA,NA
30928,2,0,0,30,NA,NA,NA,NA,NA
30929,2,30956,30942,30,NA,NA,NA,NA,NA
30930,1,30950,30602,30,NA,NA,NA,NA,NA
30931,1,30501,30502,30,NA,NA,NA,NA,NA
30932,1,30950,30602,30,NA,NA,NA,NA,NA
30934,1,30606,30919,30,NA,NA,NA,NA,NA
30935,1,30954,30955,30,-0.0349,0.03,0.0154,-0.0615,2.00E-04
30936,2,30937,30938,30,NA,NA,NA,NA,NA
30937,1,30954,30955,30,-0.0305,0.0116,0.005,-0.0534,-0.0084
30938,2,0,0,30,NA,NA,NA,NA,NA
30939,2,30956,30942,30,NA,NA,NA,NA,NA
30940,1,30959,30939,30,NA,NA,NA,NA,NA
30941,2,30959,30939,30,NA,NA,NA,NA,NA
30942,2,0,0,30,NA,NA,NA,NA,NA
30943,1,30954,30955,30,-0.0327,0.0168,0.0105,-0.0618,-6.00E-04
30944,1,30954,30955,30,-0.0326,0.0199,0.0204,-0.0494,0.0043
30950,1,0,0,30,NA,NA,NA,NA,NA
30951,1,0,0,30,NA,NA,NA,NA,NA
30952,2,0,0,30,NA,NA,NA,NA,NA
30953,1,30951,30952,30,NA,NA,NA,NA,NA
30954,1,30951,30952,30,NA,NA,NA,NA,NA
30955,2,0,0,30,NA,NA,NA,NA,NA
30956,1,0,0,30,NA,NA,NA,NA,NA
30957,1,0,0,30,NA,NA,NA,NA,NA
30959,1,0,0,30,NA,NA,NA,NA,NA
30960,2,30501,30502,30,NA,NA,NA,NA,NA
99815,2,0,0,30,NA,NA,NA,NA,NA
99816,1,0,0,30,NA,NA,NA,NA,NA
104101,1,104501,104502,30,-0.0036,-0.0224,-0.0277,0.0185,0.0288
104201,2,119201,119101,30,-0.0296,0.0422,0.0019,0.0153,0.0066
104501,1,0,0,30,0.0269,-0.066,-0.0254,0.0386,0.0724
104502,2,104950,104951,30,NA,NA,NA,NA,NA
104601,1,104501,104502,30,0.0028,-0.0247,-0.0358,0.0111,0.0345
104602,1,104501,104502,30,-0.009,-0.0238,-0.0305,0.0161,0.0284
104603,2,104501,104502,30,-0.0087,-0.0191,-0.0336,0.0279,0.023
104604,1,104501,104502,30,-7.00E-04,-0.0247,-0.0287,0.0157,0.0231
104606,1,104501,104502,30,0.0015,-0.0237,-0.0302,0.0223,0.0345
104608,1,104501,104502,30,NA,NA,NA,NA,NA
104703,2,104601,104902,30,-0.0159,-0.0317,-0.0316,0.0465,0.0526
104704,1,104602,104903,30,NA,NA,NA,NA,NA
104803,2,104950,104951,30,-0.0186,0.0084,-0.023,0.009,-0.0195
104804,2,104950,104951,30,-0.0249,0.0226,-0.0315,0.0074,-0.0228
104805,2,104950,104951,30,NA,NA,NA,NA,NA
